title,summary,category,url
Nearly Half of Kidney Transplant Patients Never Even Get Started,"A massive national study found that nearly half of Americans with kidney failure who are referred for a transplant never even begin the evaluation process, and only 19% make it onto the transplant waitlist. Researchers discovered that factors such as where a person lives, whether they are married, their income level, language, age, and even which transplant center they use can dramatically affect their chances of moving forward.",Society/Education,https://www.sciencedaily.com/releases/2026/06/260623014006.htm
"Ancient DNA Reveals Plague Was Already Killing Humans 5,500 Years Ago","Plague was already a deadly killer 5,500 years ago, long before cities, farming, or the rat-infested conditions usually linked to historic outbreaks. By analyzing ancient DNA from hunter-gatherer cemeteries in Siberia, researchers discovered early plague strains in nearly 40% of the individuals studied and found evidence of rapid family-based outbreaks that wiped out many children and young teenagers.",Society/Education,https://www.sciencedaily.com/releases/2026/06/260618041450.htm
SpaceX Wants to Build AI Data Centers in Space. Will It Work?,"The race to build data centers in space is gaining momentum as AI drives unprecedented demand for computing power. Orbital facilities could tap into abundant solar energy and avoid many of the environmental challenges faced on Earth. Yet space remains a harsh and expensive place to operate, with major hurdles including cooling, maintenance, radiation exposure, and orbital debris.",Society/Education,https://www.sciencedaily.com/releases/2026/06/260618041501.htm
Early Humans Were Bringing Fire Into Caves 1.8 Million Years Ago,"A new study suggests early humans were using fire in South Africa’s Wonderwerk Cave as far back as 1.79 million years ago. Researchers found burned bones deep inside the cave, where natural wildfires could not have reached, indicating that fire was likely carried in and maintained by human ancestors. The discovery pushes back the timeline for fire use and reveals surprisingly sophisticated behavior long before humans could create fire on demand.",Society/Education,https://www.sciencedaily.com/releases/2026/06/260623083123.htm
Spider-Like Creatures Help Uncover the Surprising Origins of Fatherhood,"Citizen scientists have helped researchers solve a long-standing mystery about how parental care evolved in harvestmen. Using photos and observations from iNaturalist, scientists more than doubled the known cases of egg-guarding behavior and discovered that maternal and paternal care followed different evolutionary paths. The project, completed in just days with help from public data, shows how citizen science is transforming biological research on a global scale.",Society/Education,https://www.sciencedaily.com/releases/2026/07/260712011737.htm
Why Grandparents Matter More Than Ever for Children's Mental Health,"A child psychologist says grandparents are more important than ever as youth mental health challenges continue to rise. He argues that children need supportive relationships, meaningful conversations, and a sense of purpose—not just pressure to achieve. Grandparents can help by listening, encouraging, and creating positive experiences that strengthen emotional resilience.",Society/Education,https://www.sciencedaily.com/releases/2026/06/260613034206.htm
New Fentanyl Vaccine Blocks Deadly Overdoses Before They Start,"A new experimental vaccine developed by Scripps Research could offer a powerful new way to prevent fentanyl overdoses by stopping the drug before it reaches the brain. Rather than targeting only fentanyl itself, the vaccine trains the immune system to recognize a broad range of fentanyl-related designer drugs, including some of the most dangerous variants.",Society/Education,https://www.sciencedaily.com/releases/2026/06/260612032029.htm
The Universe May Be Hiding Conscious Minds Stranger Than We Can Imagine,"What if consciousness isn’t limited to brains like ours? Philosophers Eric Schwitzgebel and Jeremy Pober argue that consciousness could arise in many different forms of life, even in beings built from radically different materials than those found on Earth. Drawing on the vastness of the universe and the likely existence of countless alien civilizations, they suggest it would be surprisingly Earth-centric to assume that only Earth-like biology can support conscious experience.",Society/Education,https://www.sciencedaily.com/releases/2026/06/260623083146.htm
"Your Dislike of Eating Bugs May Be 9,000 Years Old","Ancient teeth and human DNA are revealing a surprising history of insect eating. Modern humans in northern Eurasia appear to have eaten insects only occasionally, while Neanderthals may have consumed them much more regularly. Populations near the tropics also retained genes that make insect exoskeletons easier to digest.",Society/Education,https://www.sciencedaily.com/releases/2026/08/260827010516.htm
Everyone Thought These Helmets Were Roman Until Scientists Uncovered the Truth,"Researchers have solved a decades-old mystery by showing that a cache of 43 helmets found off the Spanish coast is medieval, not Roman. The remarkable discovery exposes a thriving weapons trade network that connected Mediterranean powers during a time of piracy, warfare, and growing demand for military equipment.",Society/Education,https://www.sciencedaily.com/releases/2026/06/260606075515.htm
Stonehenge's Most Mysterious Stone Traveled 700 Kilometers Across Britain,"Scientists have uncovered new evidence that Stonehenge’s six-ton Altar Stone was deliberately transported hundreds of kilometers from Scotland by ancient people. The feat would have required extraordinary planning, teamwork, and determination, revealing a surprisingly sophisticated level of organization thousands of years ago.",Society/Education,https://www.sciencedaily.com/releases/2026/06/260608040003.htm
AI-Designed Universal Coronavirus Vaccine Passes First Human Trial,"Scientists have successfully tested an AI-designed universal coronavirus vaccine in humans for the first time, finding it to be safe and well tolerated. The vaccine generated immune responses against multiple coronaviruses, including SARS-CoV-2, SARS, and related bat viruses with pandemic potential. By targeting features shared across an entire virus family, it aims to provide protection even as viruses evolve.",Society/Education,https://www.sciencedaily.com/releases/2026/06/260605023357.htm
Chinese Sodium Battery Surprised Scientists by Matching Key Tesla Benchmarks,"Researchers found that a Chinese sodium-ion battery performs far better than expected, with production quality and design features comparable to Tesla’s batteries. If engineers can improve cold-weather charging and energy density, sodium could become a cheaper and more abundant alternative to lithium for EVs and large-scale energy storage.",Society/Education,https://www.sciencedaily.com/releases/2026/06/260621060305.htm
Inside the Backrooms: The Internet’s Creepiest Place Is Becoming a Tourist Attraction,"The Backrooms began as a single eerie image of empty yellow rooms, but internet users transformed it into a vast fictional world that feels disturbingly real. Through videos, games, maps, survival guides and social media stories, audiences do more than watch the horror unfold. They help build and explore it. Researchers suggest this popularity reflects a new kind of digital tourism, where people emotionally enter imaginary places filled with mystery, nostalgia and unease.",Society/Education,https://www.sciencedaily.com/releases/2026/07/260726015254.htm
Your Brain Was Never Designed for This Much Bad News,"Humans evolved to pay close attention to danger, but today that instinct is being overwhelmed by an endless supply of bad news from around the world. Researchers say the answer isn’t to stop following current events—it’s to build healthier habits around how, when, and where we get our news.",Society/Education,https://www.sciencedaily.com/releases/2026/06/260614012006.htm
Scientists Create Global Treasure Map Pointing to Hidden Rare Earth Deposits,"Scientists have created a global “treasure map” for rare earth elements by uncovering where the strange volcanic rocks that contain them are most likely to form. By combining thousands of rock samples with seismic images of Earth’s deep interior, the team discovered that these metal-rich rocks tend to appear along the ancient, thick roots of continents. These unusual rocks, once seen as geological oddities, are now incredibly important because they hold many of the materials used in smartphones, electric vehicles, and wind turbines.",Society/Education,https://www.sciencedaily.com/releases/2026/05/260525000450.htm
AI Won’t Replace You but Someone Using AI Might,"Generative AI is transforming the workplace faster than ever, but new research from the University of Vaasa suggests the biggest threat may not be AI itself — it’s falling behind in learning how to use it. Researcher Zhe Zhu found that employees who see tools like ChatGPT and Gemini as helpful collaborators rather than job-stealing rivals tend to be more engaged, adaptable, and optimistic about their careers.",Society/Education,https://www.sciencedaily.com/releases/2026/05/260525000448.htm
Why Scientists Fear We're Missing Evidence of Extraterrestrial Life,"Scientists are raising concerns that we may be overlooking evidence of extraterrestrial life even when it is present. Hidden biosignatures, limitations in detection technology, and assumptions about what life should look like can all create dangerous false negatives. The researchers say future missions should focus not only on finding life, but also on understanding how signs of life could be missed.",Society/Education,https://www.sciencedaily.com/releases/2026/06/260623083121.htm
"This 4,000-Year-Old City Defied the Rules of History","As Mohenjo-daro prospered, the gap between its richest and poorest households actually shrank. Its shared infrastructure, fair trade systems, and lack of powerful royal elites suggest that equality may have helped fuel the ancient city’s success.",Society/Education,https://www.sciencedaily.com/releases/2026/07/260729010730.htm
The Secret Hidden in These Ancient Manuscripts Isn’t Written in Ink,"Researchers can now recover DNA from centuries-old parchment without damaging the manuscripts, turning historic documents into unexpected genetic time capsules. The hidden clues could reveal ancient trade routes, livestock history, manuscript origins, and details of everyday life stretching back more than a thousand years.",Society/Education,https://www.sciencedaily.com/releases/2026/08/260810015723.htm
Some Coastal Cities Are Sinking Faster Than the Ocean Is Rising,"Coastal communities are facing a hidden threat that is making rising seas far more dangerous: the land beneath them is sinking. New research shows that people in densely populated coastal regions experience an average relative sea-level rise of about 6 millimeters per year, nearly three times the global coastal average. Groundwater pumping, oil and gas extraction, heavy urban development, sediment compaction, and natural geological processes are all contributing to the problem.",Society/Education,https://www.sciencedaily.com/releases/2026/08/260801042824.htm
Scientists Discover Massive Natural Hydrogen Source Beneath Canada,"Scientists in Canada have discovered that ancient underground rocks are naturally producing hydrogen gas — and lots of it. Measurements from mine boreholes in Ontario show the gas can flow continuously for years, offering a potential new source of clean energy called “white hydrogen.” Researchers say this hidden resource could help power industries and remote communities while cutting carbon emissions and reducing dependence on fossil fuels.",Society/Education,https://www.sciencedaily.com/releases/2026/05/260519224317.htm
Scientists Say Dante’s Inferno Described an Asteroid Impact 500 Years Before Modern Science,"Dante’s Inferno may have been far more than a religious epic. New research argues that the 14th-century poet essentially imagined a catastrophic asteroid impact centuries before modern science understood meteors. In this interpretation, Satan crashes into Earth like a giant cosmic object, blasting through the Southern Hemisphere and reshaping the planet itself — carving out the circles of Hell while forcing up Mount Purgatory on the opposite side of the globe.",Society/Education,https://www.sciencedaily.com/releases/2026/05/260510234658.htm
"Ice Age Humans in China Crafted Surprisingly Advanced Stone Tools 146,000 Years Ago","Scientists in China discovered that ancient humans were making surprisingly advanced stone tools during a harsh ice age 146,000 years ago. The tools, created by Homo juluensis, show careful planning and complex thinking rather than simple stone-chipping. Researchers dated the site using tiny calcite crystals inside animal bones, revealing the tools are much older than expected. The discovery challenges the idea that human creativity only thrives in easy, prosperous times.",Society/Education,https://www.sciencedaily.com/releases/2026/05/260508003113.htm
DNA Solves the Mystery of a Body Found in the Arctic in 1859,"Scientists have used DNA from living descendants to identify four more members of the doomed Franklin expedition, including Harry Peglar, whose identity had remained uncertain for 166 years. The findings offer new clues about the sailors who survived for years in the Arctic before joining the expedition’s ultimately fatal escape attempt.",Society/Education,https://www.sciencedaily.com/releases/2026/09/260909231735.htm
Potatoes May Have Given Indigenous Andeans a Digestive Superpower,"The rise of the potato in the Andes appears to have left a lasting mark on human DNA. Indigenous Peruvians carry exceptionally high numbers of a starch-digestion gene, likely because people with more copies gained an evolutionary advantage once potatoes became a staple food. The change began thousands of years before European contact, providing unusually strong evidence that diet can shape human evolution.",Society/Education,https://www.sciencedaily.com/releases/2026/08/260808235005.htm
"A Child's Tooth and Strange Green Stones Uncover a 5,500-Year-Old Mystery","An ancient mountain cave in the Pyrenees may have served as one of the earliest high-altitude mining camps ever discovered, with evidence of repeated visits spanning thousands of years. The find becomes even more intriguing with the discovery of a child’s remains and clues that deeper excavations could uncover prehistoric burials.",Society/Education,https://www.sciencedaily.com/releases/2026/06/260603023914.htm
Ancient Chemistry Trick Unlocks New Type of Glass That Traps CO2 and Hydrogen,"Researchers have discovered how to fine-tune a futuristic type of porous glass that can trap gases like CO2 and hydrogen. Inspired by centuries-old glassmaking techniques, the team added sodium and lithium compounds to make the material easier to process and shape. The breakthrough could accelerate the development of high-performance materials for clean energy, gas storage, and advanced manufacturing.",Society/Education,https://www.sciencedaily.com/releases/2026/05/260521072404.htm
The Dark Side of Weight Loss Drugs: Ozempic's Surprising Hidden Cost,"GLP-1 weight-loss drugs like Ozempic and Wegovy are often celebrated as game-changing solutions—but new research reveals a surprising social twist. People who lose weight using these medications may actually face more judgment than those who lose weight through diet and exercise—or even those who don’t lose weight at all. The stigma seems rooted in a perception that these drugs are an “easy way out,” creating a double bind where individuals are judged both for their weight and for how they choose to manage it.",Society/Education,https://www.sciencedaily.com/releases/2026/05/260504154016.htm
Hidden Driving Danger When Edible Cannabis and Alcohol Mix,"Using cannabis edibles and alcohol together may make drivers far more impaired than either substance alone, according to new research from Johns Hopkins. Even more concerning, common field sobriety tests often failed to detect the cannabis-related impairment.",Society/Education,https://www.sciencedaily.com/releases/2026/05/260529043656.htm
"Lost 1,200-Year-Old Manuscript Contains the First English Poem","A long-lost manuscript discovered in Rome has revealed one of the oldest surviving versions of the very first known poem written in English. Hidden for decades and once believed lost, the 1,200-year-old manuscript contains Caedmon’s Hymn — a nine-line Old English poem said to have been miraculously composed by a shy Northumbrian cowherd after a divine dream.",Society/Education,https://www.sciencedaily.com/releases/2026/05/260515233337.htm
Scientists Just Discovered Africa Is Closer to Breaking Apart Than We Thought,"Beneath East Africa’s Turkana Rift, scientists have found the crust is thinning to a critical point, suggesting the continent is gradually breaking apart. This “necking” process marks an advanced stage of rifting that could eventually lead to a new ocean forming millions of years from now. Surprisingly, the same geological forces that are splitting the land may also explain why the region holds such a rich fossil record. Instead of being the birthplace of humanity, Turkana may just be where the story was best preserved.",Society/Education,https://www.sciencedaily.com/releases/2026/04/260424233204.htm
"Kratom Poison Center Cases Have Surged 6,500% in the U.S.","Kratom use and serious health problems linked to it have risen dramatically across the United States over the past decade. Poison center reports jumped from just 19 cases in 2010 to more than 1,200 in 2023, while severe outcomes—including life-threatening complications, disability, and death—also climbed sharply. Researchers warn that kratom can trigger seizures, abnormal heart rhythms, liver damage, and breathing problems, with risks potentially increasing when it is combined with other drugs.",Society/Education,https://www.sciencedaily.com/releases/2026/08/260814235902.htm
Ancient DNA Shared With Neanderthals May Explain Human Language,"A tiny set of ancient genetic “switches” may have played a surprisingly large role in making human language possible. Researchers found that these DNA regions, which act like volume controls for genes involved in brain development, have an outsized influence on language ability despite making up less than 0.1% of the genome.",Society/Education,https://www.sciencedaily.com/releases/2026/06/260611024612.htm
"Malaria Didn’t Just Kill Early Humans, It Shaped Who We Became","Long before humans spread across the globe, a deadly disease may have quietly shaped where our ancestors lived—and even how we evolved. New research reveals that malaria didn’t just threaten early human survival; it actively pushed populations away from high-risk regions across Africa, fragmenting groups over tens of thousands of years. This separation influenced how different populations met, mixed, and exchanged genes, helping shape the genetic diversity we see today.",Society/Education,https://www.sciencedaily.com/releases/2026/05/260502233859.htm
Scientists Think They Finally Know Why Neanderthals Vanished,"A new study suggests Neanderthals didn’t go extinct simply because of climate change or competition with Homo sapiens. Instead, the key difference may have been social connectivity—Homo sapiens formed stronger, more flexible networks that helped them survive environmental shocks. Neanderthals had connections too, but they were more fragile and regionally limited. This made them less resilient as conditions became increasingly unpredictable.",Society/Education,https://www.sciencedaily.com/releases/2026/04/260427050609.htm
Your Neighborhood in Your 20s May Shape Your Heart Decades Later,"Where you live in early adulthood may quietly shape your heart health for decades. Researchers found that adverse neighborhood conditions were linked to a higher risk of coronary artery calcification in midlife, an early warning sign of cardiovascular disease.",Society/Education,https://www.sciencedaily.com/releases/2026/08/260830000009.htm
Common Food Preservative Linked to Rising Suicide Deaths Among Young People,"A widely available food-preservation chemical is emerging as a disturbing factor in rising UK suicide deaths, particularly among younger people and men. Researchers say the scale may be underestimated and are calling for urgent restrictions on access and harmful online information.",Society/Education,https://www.sciencedaily.com/releases/2026/08/260813045557.htm
"Archaeologists Found Homer's Iliad Inside a 1,600-Year-Old Egyptian Mummy","A 1,600-year-old mummy discovered in Egypt has revealed something archaeologists had never seen before: a fragment of Homer’s Iliad used during embalming. The papyrus was identified as part of the famous &quot;Catalogue of Ships,&quot; one of the best-known sections of the ancient epic. Researchers say it is the first archaeological evidence of a Greek literary text being intentionally incorporated into the mummification process, adding a fascinating new chapter to the history of both literature and ancient burial customs.",Society/Education,https://www.sciencedaily.com/releases/2026/07/260713084918.htm
Ancient DNA Reveals the Mysterious Collapse of Europe's Megalith Builders,"DNA from a 5,000-year-old French megalithic tomb reveals that the people buried before and after a population collapse were genetically unrelated, pointing to a major migration after a devastating crisis. The shift coincided with new social traditions and the disappearance of the communities that built Europe&apos;s giant stone monuments.",Society/Education,https://www.sciencedaily.com/releases/2026/07/260707054108.htm
NASA Just Took a Huge Step Toward the Moon After Artemis II Success,"Artemis II proved NASA’s deep space systems are ready for the next leap. Orion survived its high-speed return with improved heat shield performance and pinpoint landing accuracy, while the SLS rocket nailed its trajectory. Even the launch pad upgrades paid off, with minimal damage despite the powerful liftoff. With only minor issues to resolve, NASA is now gearing up for Artemis III and future Moon missions.",Society/Education,https://www.sciencedaily.com/releases/2026/05/260504023837.htm
Ancient DNA Reveals a Lost Population Near Paris Replaced by Strangers,"Ancient DNA from a tomb near Paris reveals a shocking prehistoric reset: one population vanished and was replaced by newcomers from the south. The two groups show no genetic connection, signaling a major upheaval around 3000 BC. Disease, including early plague, likely played a role, but wasn’t the only cause. The change also reshaped society, ending tightly knit family burials and coinciding with the disappearance of Europe’s megalith builders.",Society/Education,https://www.sciencedaily.com/releases/2026/04/260421042800.htm
Scientists Sculpt Einstein Onto a Crystal Using Only Light,"A light-sensitive crystal is opening the door to a new era of “light-written” technology. Arsenic trisulfide can be reshaped and permanently altered using simple light, creating ultra-fine optical patterns without expensive manufacturing tools. Scientists even etched a nanoscale portrait of Einstein and high-density patterns that could act as secure optical signatures. This breakthrough could power everything from advanced sensors to next-generation AR devices.",Society/Education,https://www.sciencedaily.com/releases/2026/04/260421042755.htm
MIT Scientists Just Found a Hidden Problem Slowing the Ozone Comeback,The ozone layer has been on track to recover thanks to the Montreal Protocol—but a loophole may be holding it back. Chemicals still permitted for industrial use are leaking into the atmosphere at higher rates than expected. Scientists now estimate this could delay ozone recovery by up to seven years. Closing this gap could speed up healing and reduce harmful UV exposure worldwide.,Society/Education,https://www.sciencedaily.com/releases/2026/04/260416071945.htm
Scientists Discover What Kept Ancient Campfires Burning for Generations,"Nearly 800,000 years ago, early humans living beside a lake in what is now Israel may have chosen the location for one surprisingly practical reason: firewood. Researchers discovered that these ancient people regularly gathered driftwood washed up along the shoreline, giving them an easy, reliable fuel source for cooking fish, processing large animals, making tools, and organizing daily life around hearths.",Society/Education,https://www.sciencedaily.com/releases/2026/06/260624025502.htm
"4,000-Year-Old Tablets Reveal Magic Spells, Kings Feared, and a Beer Receipt","Long-forgotten ancient tablets have been decoded, uncovering a mix of magic, politics, and daily life from early civilizations. Among the discoveries are rare anti-witchcraft rituals meant to protect kings and a regnal list that could point to the real-life existence of Gilgamesh. Some texts reveal correspondence between rulers, while others show the rise of complex bureaucracies. One tablet even records something as ordinary—and relatable—as a receipt for beer.",Society/Education,https://www.sciencedaily.com/releases/2026/05/260504023848.htm
Deadly “red Sky” Solar Storm from 800 Years Ago Discovered in Ancient Trees,"Researchers in Japan traced a hidden medieval solar storm using ancient tree rings and centuries-old sky observations. The team linked reports of eerie red auroras with spikes of carbon-14 trapped in buried wood, revealing a powerful solar radiation event around 1200 CE. The findings suggest the Sun was far more active at the time, with unusually short solar cycles.",Society/Education,https://www.sciencedaily.com/releases/2026/05/260513221818.htm
People Once Risked Everything Just to Keep Their Hats on,"Centuries ago in England, hats weren’t just accessories—they were statements of power and rebellion. Refusing to remove a hat could challenge authority, even in courtrooms and before kings. People valued their hats so deeply that robbery victims sometimes begged to keep them over money. In a world where going bareheaded signaled poverty or madness, hats shaped identity, respect, and even family discipline.",Society/Education,https://www.sciencedaily.com/releases/2026/05/260506225231.htm
The World Is Getting Brighter at Night but Some Places Are Going Dark,"Earth’s nights are steadily getting brighter overall, but the changes vary dramatically by region. Rapid urban growth is lighting up countries like China and India, while parts of Europe are dimming due to energy-saving efforts and new lighting technologies. The most detailed satellite analysis yet shows these shifts happening faster and more unevenly than expected. Even global trends can mask sharp local contrasts, from war-related blackouts to deliberate reductions in light pollution.",Society/Education,https://www.sciencedaily.com/releases/2026/04/260409101057.htm
The Neanderthal “love Story” Isn’t What the DNA Actually Shows,"Claims that Neanderthal men &quot;preferred&quot; Homo sapiens women may make for catchy headlines, but the underlying research does not actually show prehistoric romance. The genetic evidence only points to an uneven pattern of DNA inheritance, which could have been shaped by biology, migration, or social organization. Archaeological evidence suggests Neanderthal groups may have followed traditions where women moved between communities, opening the door to far more complicated explanations than simple attraction.",Society/Education,https://www.sciencedaily.com/releases/2026/06/260626030443.htm
"Ancient Bone Dice Reveal 12,000-Year History of Gambling in America","More than 12,000 years ago, Native American hunter-gatherers were already making and using dice—thousands of years before similar tools appeared elsewhere. These bone “binary lots” acted like primitive coins, producing random outcomes for games of chance. A new study shows these weren’t accidental objects but carefully designed tools used across many regions and cultures.",Society/Education,https://www.sciencedaily.com/releases/2026/04/260402042731.htm
Think Human Anatomy Is Finished? Scientists Say Think Again,"Despite centuries of study, scientists are still finding new details and even overlooked structures within the human body. As researchers explore anatomical differences between individuals, it’s becoming clear that the body is far more complex—and less fully understood—than textbooks suggest.",Society/Education,https://www.sciencedaily.com/releases/2026/06/260618041511.htm
Scientists Shocked to Find Lab Gloves May Be Skewing Microplastics Data,"Scientists may have been unknowingly inflating microplastics pollution estimates, and the surprising source could be their own lab gloves. A University of Michigan study found that common nitrile and latex gloves release tiny particles called stearates, which closely resemble microplastics and can contaminate samples during testing. In some cases, this led to wildly exaggerated results, forcing researchers to track down the unexpected culprit.",Society/Education,https://www.sciencedaily.com/releases/2026/03/260329222938.htm
Ancient DNA Reveals a Farming Shift That Pushed a Society to the Brink,"A new study reveals that farming in Argentina’s Uspallata Valley was adopted by local hunter-gatherers rather than introduced by outside populations. Centuries later, a stressed group of maize-heavy farmers migrated into the region, facing climate instability, disease, and declining numbers. Despite these pressures, there’s no sign of violence—instead, families stayed connected across generations, using kinship networks to survive. The research shows how cooperation, not conflict, helped communities navigate crisis.",Society/Education,https://www.sciencedaily.com/releases/2026/03/260321012642.htm
Hidden Charcoal Reveals the True Age of Ancient Cave Paintings,"A new analysis has precisely dated paintings in France’s Font-de-Gaume cave for the first time. Scientists discovered charcoal inside black pigments once thought to contain only minerals, allowing them to use radiocarbon dating. The results show that a bison was painted about 13,000 years ago, while sections of a mask-like figure were added during several widely separated periods.",Society/Education,https://www.sciencedaily.com/releases/2026/07/260727214619.htm
"Why Have Humans Collected Crystals for 780,000 Years? Chimpanzees May Hold the Answer","Chimpanzees showed a remarkable attraction to crystals, choosing them over ordinary stones and studying them with intense curiosity. The results suggest that the same unusual features may have fascinated early humans long before crystals had any practical use.",Society/Education,https://www.sciencedaily.com/releases/2026/07/260713000813.htm
Tiny Clump of Moss Helped Solve a Shocking Cemetery Crime,"A tiny piece of moss helped expose a cemetery scandal in Illinois, where workers allegedly dug up graves and resold burial plots. By identifying the moss and analyzing its chlorophyll to estimate its age, scientists proved the remains had been moved recently—evidence that helped secure convictions.",Society/Education,https://www.sciencedaily.com/releases/2026/03/260305223215.htm
"80,000-Year-Old “arrowheads” Rewrite Human History","Archaeologists have identified tiny 80,000-year-old projectile points in Uzbekistan that may have been used like arrowheads. Their size, design, and impact damage closely resemble weapons found much later at a Homo sapiens site in France. The discovery suggests sophisticated projectile technology may have appeared in Central Asia long before modern humans became firmly established in Europe, potentially rewriting a major chapter of human migration.",Society/Education,https://www.sciencedaily.com/releases/2026/09/260903064233.htm
"Rare Graves Reveal a Lost World of Bronze Age Europe Hidden for 3,000 Years","Scientists have uncovered remarkable new details about Bronze Age life in Central Europe by studying rare burials untouched by cremation. The research reveals communities experimenting with new foods, burial rituals, and cultural connections while largely staying rooted in their local homelands.",Society/Education,https://www.sciencedaily.com/releases/2026/05/260518041445.htm
The Hidden Technology That Could Unlock Commercial Fusion Power,"Fusion energy may be one of the most promising clean power sources of the future—but only if scientists can precisely measure the extreme, fast-moving plasmas that make it possible. A new U.S. Department of Energy–sponsored report urges major investment in advanced diagnostic tools—the high-tech “sensors” that track plasma temperature, density, and behavior inside fusion systems. Bringing together 70 experts from universities, national labs, and private industry, the workshop identified seven priority areas ranging from burning plasma to full-scale pilot plants.",Society/Education,https://www.sciencedaily.com/releases/2026/03/260303050622.htm
Teens Sleep Longer and Perform Better When School Starts Later,"Teenagers naturally fall asleep later, which makes early school start times a recipe for chronic sleep deprivation. Researchers studying a Swiss high school that introduced flexible start times found that students overwhelmingly chose to begin later—and ended up sleeping about 45 minutes longer each school night. The extra rest led to fewer sleep problems, better well-being, and improved academic performance.",Society/Education,https://www.sciencedaily.com/releases/2026/03/260311004725.htm
