title,summary,category,url
Geologists Reveal the Americas Collided Millions of Years Earlier Than Thought,"Volcanic rocks in Colombia are rewriting the timeline of the collision between Central and South America. Their magnetic signatures show that major tectonic deformation had already weakened by the late Miocene, suggesting the most intense collision occurred earlier than previously believed.",Environment,https://www.sciencedaily.com/releases/2026/09/260907201608.htm
"Deep Beneath Mars, Scientists Find a Vast Hidden Magma System","Deep beneath Mars, scientists have found evidence of enormous magmatic systems once thought to require Earth-like plate tectonics. Seismic measurements suggest molten rock repeatedly evolved and recycled itself through the Martian crust, potentially across hundreds or thousands of kilometers. The discovery challenges long-held ideas about how complex planetary crusts form.",Environment,https://www.sciencedaily.com/releases/2026/09/260901070529.htm
Earth May Have Lost the Sun’s Protective Shield Millions of Years Ago,NASA-funded studies suggest Earth’s climate has been influenced by both the Sun’s travels through dense regions of the Milky Way and the violent superflares of its youth. Those events may help explain ancient ice ages as well as how early Earth stayed warm enough for liquid water when the Sun was much dimmer.,Environment,https://www.sciencedaily.com/releases/2026/09/260901070523.htm
The Next Cascadia Megaquake Could Hit Oregon Harder Than Expected,"The Juan de Fuca plate beneath northern Oregon appears to be shallower than previously estimated, potentially making shaking from a future Cascadia megathrust earthquake significantly stronger. Scientists also found a deep basin beneath Tillamook that could trap seismic waves and intensify the shaking even further.",Environment,https://www.sciencedaily.com/releases/2026/08/260828082350.htm
Australia’s Red Soil May Be Hiding a Massive Clean Energy Source,"Researchers have discovered that Western Australia’s iron-rich rocks can naturally generate hydrogen and that the process may be boosted to produce much larger amounts. If it can be scaled up, the vast formations beneath the Pilbara could become a major new source of low-emission energy for Australia and potentially the world.",Environment,https://www.sciencedaily.com/releases/2026/08/260829035214.htm
"Why Scientists Asked 1,000 People to Bury Their Underwear","More than 1,000 volunteers buried cotton underwear across Switzerland to help scientists measure how active different soils are. The faster the fabric disappeared, the more biological activity was taking place underground. Gardens showed the fastest decomposition, while lawns had the least, revealing how strongly land management can shape soil life.",Environment,https://www.sciencedaily.com/releases/2026/08/260827010501.htm
Scientists Find a Huge Hidden Ice Reservoir Beneath Utah’s Mountains,"Beneath the rocky slopes of Mount Timpanogos lies far more ice than anyone walking across the surface might suspect. Researchers used gravity measurements to map the buried glacier in 3D and found it is about 83% ice, with enough frozen water to fill 600 Olympic swimming pools. Their findings suggest rock glaciers form as falling debris buries persistent snow and preserves it for thousands of years. Similar formations around the world may collectively store tens of gigatons of hidden water.",Environment,https://www.sciencedaily.com/releases/2026/08/260827010459.htm
Manhattan-Sized Ice Island Breaks Off Greenland’s Petermann Glacier,"A Manhattan-sized ice island has broken away from Greenland’s Petermann Glacier after years of growing fractures weakened its floating ice tongue. Scientists expect two more huge sections could soon detach, potentially removing about 22 percent of the remaining ice tongue.",Environment,https://www.sciencedaily.com/releases/2026/08/260826055503.htm
Forces Deep Inside Earth Helped Antarctica Freeze Before the Arctic,"Scientists may have solved the mystery of why Antarctica froze millions of years before the Arctic. Slow-moving waves deep inside Earth gradually lifted East Antarctica, building mountains and a high plateau where snow and ice could survive even in a much warmer world. Once glaciers took hold, their bright surfaces reflected sunlight and helped cool the region further.",Environment,https://www.sciencedaily.com/releases/2026/08/260823094154.htm
A Manhattan-Sized Ice Island Just Broke Free from Greenland,"A huge section of Greenland’s Petermann Glacier has snapped off, forming an ice island about the size of Manhattan. Satellites watched cracks spread rapidly before the 76-square-kilometer slab finally broke free on August 4. It is the glacier’s biggest calving event since 2012, and scientists say two even larger pieces could eventually follow. The rare Arctic iceberg will now be tracked as it drifts, breaks apart, and potentially affects shipping routes.",Environment,https://www.sciencedaily.com/releases/2026/08/260823094145.htm
A Lost Mega-Cliff May Explain the Grand Canyon’s Missing Billion Years,A colossal cliff system created as the supercontinent Rodinia broke apart may have exposed the heart of the Grand Canyon nearly a billion years before the Colorado River carved it. The ancient landscape could also help explain why enormous sections of North America’s geological record appear to be missing.,Environment,https://www.sciencedaily.com/releases/2026/08/260820202828.htm
This Total Solar Eclipse Looked Strangely Golden — Here’s Why,"Spain’s total solar eclipse delivered an unexpected sight: a corona glowing gold instead of its usual pearly white. Because the Sun was setting, its light passed through more atmosphere, while smoke from nearby wildfires filtered out even more blue light. The result was a dramatic golden eclipse, punctuated by a bright pink solar prominence.",Environment,https://www.sciencedaily.com/releases/2026/08/260820002432.htm
The Atlantic Ocean Can Handle More Warming Than Expected — With One Big Catch,"Scientists have found that the AMOC may be far more vulnerable to rapid warming than to temperature alone. When warming happens slowly, the ocean can adapt, but at faster rates similar to today’s, the massive Atlantic circulation could reach a tipping point at much lower temperatures.",Environment,https://www.sciencedaily.com/releases/2026/08/260814011031.htm
Marine Heatwaves Are Harming Human Health in Surprising Ways,"Marine heatwaves are emerging as a threat not just to coral reefs and fisheries, but to human health and well-being. Researchers warn that unusually hot oceans can fuel stronger storms, trigger harmful algal blooms, reduce seafood supplies, disrupt livelihoods, and contribute to anxiety, grief, and depression in coastal communities.",Environment,https://www.sciencedaily.com/releases/2026/08/260811011127.htm
Scientists Discover a Natural Arctic Cloud Factory Missing from Climate Models,"A newly discovered Arctic process can dramatically boost the number of particles that help form clouds. Near melting sea ice, sunlight reacts with chemicals released by the ocean, algae, and ice, causing cloud-seeding particles to multiply by as much as 50 times in a day. Because the active ice-edge region is growing as sea ice retreats, the effect could become increasingly important. Scientists now want to add the process to climate models to see how much it could reshape Arctic warming.",Environment,https://www.sciencedaily.com/releases/2026/08/260816044839.htm
Scientists Turn Starlink Into a Giant Scanner for Earth’s Upper Atmosphere,"Researchers have found a clever new way to map a part of Earth’s upper atmosphere that is notoriously difficult to observe. Using orbital data from roughly 1,200 Starlink satellites, they reconstructed changes in atmospheric density about 500 kilometers above Earth. The approach could sharpen satellite tracking and help reduce the growing risk of collisions in increasingly crowded orbits.",Environment,https://www.sciencedaily.com/releases/2026/08/260812015212.htm
The AMOC Stayed Strong Even as a Major Ocean “lifeline” Nearly Shut Down,"Ancient seafloor sediments have revealed a surprising twist in how the Atlantic’s massive circulation system works. During a cold period about 3.4 million years ago, the flow of warm, salty water from the Indian Ocean into the Atlantic nearly shut down—but the AMOC did not weaken as expected. Parts of the overturning circulation actually grew stronger.",Environment,https://www.sciencedaily.com/releases/2026/08/260805082454.htm
Europe’s Wildfires Became So Intense They Created Their Own Storm,"Historic wildfires scorched huge areas of Spain and France, with one Spanish blaze burning an area about the size of New York City and a French fire generating a rare, towering fire cloud. A dangerous combination of lush winter growth, severe heat, drought, and strong winds helped turn the landscape into explosive fuel.",Environment,https://www.sciencedaily.com/releases/2026/08/260804034631.htm
"Ancient Arctic Carbon Is Pouring Into the Sea, but the Seabed Captures Most of It","Thawing Arctic permafrost is releasing ancient carbon into the ocean, raising fears that microbes could turn it into greenhouse gases and accelerate climate change. But sediment cores collected near Canada’s Herschel Island reveal a more reassuring twist: most of this land-based carbon becomes buried in the seafloor, while only about 10 percent is converted into gases.",Environment,https://www.sciencedaily.com/releases/2026/08/260802223424.htm
Hidden Genetic Diversity Helped Inbred Brown Tree Snakes Conquer Guam,"A notorious snake invasion that devastated Guam’s native birds may have succeeded because the reptiles carried hidden genetic advantages. Using advanced long-read DNA sequencing, researchers uncovered more than 19,000 large genetic differences in brown tree snakes, many concentrated in genes tied to immunity and smell. This overlooked diversity may have helped a population founded by only a few snakes survive inbreeding, adapt to a new environment, and multiply to extraordinary densities.",Environment,https://www.sciencedaily.com/releases/2026/07/260726015236.htm
Scientists Put the “recycling Is a Distraction” Claim to the Test,"Recycling, greener diets, and other personal climate choices do not seem to distract people from supporting major environmental reforms. A four-year study of nearly 2,800 Australians found that these habits neither increased nor reduced later political engagement.",Environment,https://www.sciencedaily.com/releases/2026/07/260724061437.htm
The Best Way to Save Giant Sequoias May Be More Fire,"Giant sequoias are built to withstand ordinary fires, but recent extreme wildfires killed thousands of trees that had survived for centuries or even millennia. A new analysis of about 26,400 sequoias found that trees in areas treated with prescribed burns were nearly four times more likely to survive. Researchers estimate the controlled fires prevented about 1,900 deaths and could have saved thousands more if used across every grove.",Environment,https://www.sciencedaily.com/releases/2026/07/260726015243.htm
Ancient Ferns Turned Triassic Europe Into a Wildfire Inferno,"Ancient fern savannahs may have transformed parts of Europe into a wildfire-prone inferno during the end-Triassic mass extinction. New fossil evidence suggests the ferns repeatedly regrew after fires, creating fresh fuel that helped prolong the devastation.",Environment,https://www.sciencedaily.com/releases/2026/07/260722032105.htm
AI Reveals Explosive Bursts in Bird Evolution,"Songbirds appear to have evolved through rare explosions of change separated by long periods of slower development. Many of those bursts lined up with major climate shifts, suggesting that environmental upheaval can reshape life in powerful ways.",Environment,https://www.sciencedaily.com/releases/2026/07/260729010709.htm
Scientists Identify the Rare Meteorite That Killed the Dinosaurs 66 Million Years Ago,"The asteroid that wiped out the dinosaurs was likely an exceptionally rare CO chondrite from a distant region of the solar system. Its unusual chemistry suggests that planet-cooling dust and debris, rather than sulfur inside the asteroid, may have delivered the deadliest blow.",Environment,https://www.sciencedaily.com/releases/2026/07/260718010142.htm
"Earth’s Waters Are Quietly Running out of Oxygen, Scientists Warn","Oxygen is disappearing from oceans, lakes, rivers, and coastal waters at an alarming rate, threatening aquatic life and weakening the natural processes that help regulate Earth’s climate. Scientists warn that this widespread deoxygenation is closely connected to other major planetary threats, including warming, pollution, biodiversity loss, and ocean acidification.",Environment,https://www.sciencedaily.com/releases/2026/07/260719035939.htm
China’s Chang’e-6 Reveals Why Solar Wind Hits the Moon’s Two Sides Differently,China’s Chang’e-6 samples have uncovered a surprising difference between the Moon’s two hemispheres. Solar wind particles penetrated deeper into the far-side soil because Earth’s magnetosphere slows the particles that reach the near side. Noble gases locked inside the lunar regolith preserved evidence of this uneven bombardment. These gases may even help scientists reconstruct the ancient history of Earth’s magnetic shield.,Environment,https://www.sciencedaily.com/releases/2026/07/260718010145.htm
Meteorite That Smashed Through a New Jersey Roof Reveals Clues to Life’s Origins,"A rare meteorite that crashed through a New Jersey roof contains evidence of ancient salty fluids, organic compounds, and amino acids from a primitive asteroid. Its pristine chemistry could offer new clues about how space rocks helped supply early Earth with some of the ingredients needed for life.",Environment,https://www.sciencedaily.com/releases/2026/08/260807035145.htm
These Underwater Bones Could Solve a Mystery About Extinct Giants,"Animal bones preserved in South Australia’s underwater caves reveal distinctive clues shaped by darkness, algae, bacteria, and other environmental conditions. The findings give scientists a powerful new way to reconstruct how ancient megafauna remains entered and survived in submerged cave systems.",Environment,https://www.sciencedaily.com/releases/2026/08/260802223428.htm
A Shattered Asteroid May Have Bombarded Earth 800 Million Years Ago,"A catastrophic asteroid breakup may have triggered a huge wave of impacts across the inner solar system about 800 million years ago. The debris was launched from near a gravitational gateway controlled by Jupiter, sending fragments toward Earth, the Moon, and Mars. The bombardment may explain ancient lunar craters and could have contributed to major climate and biological changes on Earth.",Environment,https://www.sciencedaily.com/releases/2026/07/260716023559.htm
A Healthier Global Diet Could Cut Farm Emissions by 85%,"A global shift toward healthier diets could sharply reduce livestock farming, free up agricultural land, and cut emissions from land-use change by 85% by 2050. At the same time, fruit, vegetable, nut, and legume production could soar, creating a sweeping transformation of what the world grows and eats.",Environment,https://www.sciencedaily.com/releases/2026/07/260716023557.htm
New Process Turns Plastic Waste Into Hydrogen Fuel While Trapping the Carbon,A new chemical process can transform three of the most common plastics into high-purity hydrogen without sorting them first. The technique operates at much lower temperatures than traditional gasification and captures most of the plastic’s carbon in solid or liquid forms instead of releasing it as carbon dioxide.,Environment,https://www.sciencedaily.com/releases/2026/07/260729051521.htm
NASA Captured the Black Sea Turning Brilliant Turquoise from Space,"NASA&apos;s PACE satellite captured the Black Sea glowing turquoise during its annual phytoplankton bloom. The vivid color comes from massive numbers of coccolithophores, microscopic organisms whose reflective shells brighten the water enough to be seen from space. An astronaut aboard the International Space Station also photographed the bloom spreading through the Bosphorus, revealing swirling currents.",Environment,https://www.sciencedaily.com/releases/2026/07/260713084900.htm
Scientists Discover Bacteria That Lock Toxic Uranium Into a Stable Form,"Deep underground, bacteria may be capable of doing something remarkable: trapping toxic uranium before it spreads. When researchers fed microbes in uranium-contaminated mine water with glycerol, about 95% of the dissolved uranium disappeared within 130 days. The bacteria helped convert it into an unusually stable uranium compound that had rarely been observed before.",Environment,https://www.sciencedaily.com/releases/2026/08/260807035149.htm
Why Are So Many Dead Bumblebees Appearing on Sidewalks?,"Bumblebees naturally have short lives, but extreme heat and human activity are making survival harder. Pesticides can poison bees or destroy the flowers they depend on, while habitat loss leaves them with fewer safe places to live and feed. Protecting native plants and using fewer chemicals could help these vital pollinators recover.",Environment,https://www.sciencedaily.com/releases/2026/07/260727012134.htm
Earth Has a Natural Thermostat and Scientists Finally Know How It Works,"Scientists have identified a hidden feedback loop that may explain how Earth has regulated its climate for tens of millions of years. As sea levels rose and fell, they changed how much phosphate reached the open ocean, affecting marine life and the amount of carbon buried beneath the seafloor. That burial removed carbon dioxide from the atmosphere, helping cool the planet.",Environment,https://www.sciencedaily.com/releases/2026/07/260715083527.htm
Scientists Finally Solved the Mystery of Earth's Greatest Mass Extinction,"Why do beaches today have seashells from clams and snails instead of brachiopods? A new study suggests the answer lies in Earth&apos;s greatest mass extinction, when warming oceans and falling oxygen levels wiped out animals that couldn&apos;t adapt. Species with body plans and metabolisms better suited to the changing conditions survived and went on to dominate the seas, offering a glimpse of how modern marine life could respond to climate change.",Environment,https://www.sciencedaily.com/releases/2026/07/260711010122.htm
A Slowing Atlantic Current Could Unleash Stronger California Storms,"A weakening Atlantic current could supercharge California’s atmospheric rivers while leaving Greenland with fewer snow-producing storms. The changes could raise flood risks, strain infrastructure, and reshape water supplies far beyond the Atlantic.",Environment,https://www.sciencedaily.com/releases/2026/07/260727214626.htm
Scientists Left This Farm Field Alone. Thousands of Orchids Appeared,"An abandoned farm field became a flourishing wildflower meadow within little more than a decade, with plant diversity doubling and thousands of orchids appearing naturally. The discovery suggests that simply giving nature time to recover could be a powerful and inexpensive tool for restoring biodiversity.",Environment,https://www.sciencedaily.com/releases/2026/08/260822015208.htm
Atomic Catalyst Unlocks the Hidden Value of Plant Waste,"Scientists have created a highly efficient catalyst that breaks down stubborn lignin from plant waste into useful chemicals under relatively mild conditions. By revealing exactly how the catalyst works at the atomic level, the discovery could help turn forestry and agricultural waste into renewable building blocks for fuels, plastics, and other materials.",Environment,https://www.sciencedaily.com/releases/2026/08/260824065601.htm
New Research Reveals the Hidden Pollution Left Behind by Fireworks,"Scientists have uncovered new evidence that fireworks can pollute both the air and water in ways that extend beyond the visible smoke. The findings show that leftover debris, fine particles, and airborne chemicals may affect ecosystems and increase people&apos;s exposure to air pollution during major celebrations.",Environment,https://www.sciencedaily.com/releases/2026/07/260701205009.htm
These Tiny Soil Microbes Could Rescue Crops from Salty Farmland,"Researchers have discovered that beneficial soil bacteria give plants an unexpected survival advantage in salty soils. Instead of helping plants keep salt out, the microbes stimulate the production of lignin, a natural compound that strengthens roots and makes plants more resilient. Greenhouse and field tests showed healthier plants and higher yields in salty conditions. The findings could lead to bio-based treatments that help farmers grow crops on land once considered too salty for agriculture.",Environment,https://www.sciencedaily.com/releases/2026/06/260626124703.htm
This Common Pesticide May Be Quietly Wiping out Future Bumblebees,"A next-generation pesticide designed to kill crop pests may also be interfering with the reproductive health of bumblebees. Researchers discovered that low-dose exposure to sulfoxaflor changed gene activity, especially in tissues involved in reproduction, raising concerns about long-term impacts on bee populations. Because pollinators are essential for about one-third of the world&apos;s food production, finding ways to protect them while controlling pests has become increasingly important.",Environment,https://www.sciencedaily.com/releases/2026/07/260709160630.htm
Tiny Aerosol Particles Could Supercharge Tropical Storm Clouds,"Scientists discovered unusually high water-vapor supersaturation inside deep tropical clouds, creating conditions in which tiny aerosol particles could intensify storm updrafts. The finding suggests earlier studies may have missed the effect because they were looking in the wrong types of clouds.",Environment,https://www.sciencedaily.com/releases/2026/07/260727012138.htm
Antarctica May Give the World Decades to Prepare for Rising Seas,"Scientists may be able to reliably forecast Antarctic ice loss through the middle of this century, offering governments a vital head start on sea level rise. After that, unstable ice retreat could accelerate dramatically, making the future much harder to predict.",Environment,https://www.sciencedaily.com/releases/2026/07/260722032123.htm
Mountain Lions Changed Everything in This Tiny California Preserve,"A surprising ecological makeover unfolded when mountain lions began frequenting a small preserve south of San Francisco. Deer activity dropped, plants recovered, and shifts among predators like coyotes, bobcats, and foxes followed. The study shows that powerful “trophic cascades” aren’t limited to remote wilderness—they can happen in small, suburban preserves too.",Environment,https://www.sciencedaily.com/releases/2026/06/260620100424.htm
Hidden Geological Process Offsets Carbon Emissions from Thawing Permafrost,"Scientists found that thawing permafrost can trigger increased rock weathering, a natural process that absorbs CO2 from the atmosphere. In some regions, this carbon uptake was strong enough to fully offset — or even surpass — river greenhouse gas emissions.",Environment,https://www.sciencedaily.com/releases/2026/06/260619101343.htm
Arizona Reservoir Nearly Vanishes After Snowpack Collapse Triggers Massive Fish Kill,"A historic lack of snow in the Gila River watershed has left Arizona’s San Carlos Reservoir less than 1% full, triggering a massive fish kill and an indefinite closure. Despite the bleak conditions, heavy summer rains could help the reservoir rebound.",Environment,https://www.sciencedaily.com/releases/2026/06/260618041458.htm
These Bees Have Nowhere to Hide from Extreme Heat,"A major study of Australian native bees found that stem-nesting species may be the first to feel the impact of climate change. Unlike bees that nest underground, they have few ways to escape dangerous heat. Researchers also discovered that tropical bees are particularly vulnerable, even when they are already adapted to hot environments. The findings suggest bee behavior could be a key factor in determining which species survive a warming world.",Environment,https://www.sciencedaily.com/releases/2026/06/260617032157.htm
Trees Keep Absorbing Carbon Long After They Stop Growing,"Oak trees keep absorbing carbon dioxide long after their annual growth has ended, revealing that photosynthesis and wood production are not as closely linked as scientists once believed. The finding could reshape forecasts of how much carbon forests will be able to store in a warmer future.",Environment,https://www.sciencedaily.com/releases/2026/07/260708022210.htm
Beneath Our Feet Lies a Fungal Superhighway Stretching 68 Quadrillion Miles,"Beneath our feet lies a vast hidden fungal superhighway that helps sustain much of life on Earth—and scientists have now mapped it for the first time. Researchers estimate that these underground networks stretch an astonishing 110 quadrillion kilometers, move about 4 billion tons of carbon dioxide into soils each year, and play a major role in supporting plants and regulating the climate.",Environment,https://www.sciencedaily.com/releases/2026/06/260614011845.htm
Scientists Turn Tofu and Cheese Waste Into Tiny CO2-Catching Beads,"Scientists have developed biodegradable protein beads made from dairy and tofu waste that can capture carbon dioxide from the atmosphere more efficiently than many current technologies. Unlike conventional systems that require large amounts of energy, the new method releases captured CO2 using a simple room-temperature process.",Environment,https://www.sciencedaily.com/releases/2026/06/260611024555.htm
"Koalas Nearly Went Extinct Before Humans Arrived, DNA Study Reveals","A major DNA study has rewritten the koala&apos;s evolutionary story, revealing that the species suffered a dramatic population collapse about 100,000 years ago, long before humans arrived in Australia. By calculating the koala&apos;s mutation rate for the first time and analyzing hundreds of genomes, researchers discovered that every living koala traces back to a small group that survived extreme climate shifts and later repopulated eastern Australia.",Environment,https://www.sciencedaily.com/releases/2026/07/260715083551.htm
Superheated Magma May Power Towering Lava Fountains,"Scientists studying magma from the 2021 Tajogaite eruption on La Palma have discovered that extreme heat can dramatically change how an eruption unfolds. When magma becomes superheated, it can dissolve the tiny crystal seeds that normally trigger crystallization, allowing the molten rock to remain fluid far longer as it rises.",Environment,https://www.sciencedaily.com/releases/2026/07/260731034200.htm
"Scientists Discover an Earthquake Gate as California Faults Reach Their Highest Stress Levels in 1,000 Years","A new study suggests Southern California&apos;s major fault system is more stressed than at any point in the last 1,000 years. Researchers found that the Cajon Pass, where the San Andreas and San Jacinto faults meet, could act as an “earthquake gate” that determines whether a future rupture spreads across both faults. Current conditions resemble those that preceded some of the region’s largest historical earthquakes.",Environment,https://www.sciencedaily.com/releases/2026/06/260617032155.htm
Scientists Discover Vast Hidden Structure Beneath Antarctica’s Ice,"A giant fan-shaped network of hidden basins has been discovered beneath East Antarctica, revealing that several well-known subglacial features are actually part of one massive geological structure. The finding sheds new light on Antarctica’s ancient tectonic history and could help scientists better understand how the ice sheet behaves today.",Environment,https://www.sciencedaily.com/releases/2026/06/260604044244.htm
Rising Seas Could Drown Mangroves and Release Vast Stores of Carbon,"Mangroves are famous for trapping vast amounts of carbon, helping slow climate change. However, a new study suggests rising sea levels could eventually reduce that benefit across entire forests. As flooding becomes too extreme, mangroves may die off and their carbon-rich soils could erode, potentially turning these coastal ecosystems from carbon sinks into carbon sources.",Environment,https://www.sciencedaily.com/releases/2026/06/260604044238.htm
Typhoon Jangmi’s Giant Eye Lights Up the Night as It Approaches Japan,"Typhoon Jangmi powered toward southern Japan with heavy rain, strong winds, and a striking appearance from space. Nighttime satellite images revealed a large eye and intricate swirling structures within the storm. As Jangmi intensified, its outer bands spread over land, raising concerns about flooding and prolonged downpours across parts of Japan.",Environment,https://www.sciencedaily.com/releases/2026/06/260603023110.htm
Super Typhoon Sinlaku Triggered Atmospheric Gravity Waves Visible from Space,"One of the most powerful typhoons ever recorded this early in the Pacific season did more than unleash flooding and extreme winds—it sent enormous ripples all the way into the upper atmosphere. As Super Typhoon Sinlaku rapidly exploded into a category 5-equivalent storm, satellites captured rare gravity waves spreading outward like rings on a pond, visible high above Earth through a faint glow in the atmosphere.",Environment,https://www.sciencedaily.com/releases/2026/06/260603023113.htm
Why Sweden’s Wolverine Conservation Success Story Is Unraveling,"A world-famous conservation program that helped save Sweden’s endangered wolverines is now struggling as funding stagnates and local trust erodes. Researchers say the decline offers a cautionary lesson: protecting wildlife requires long-term commitment, not just early success.",Environment,https://www.sciencedaily.com/releases/2026/06/260601025324.htm
The Ocean's Health May Depend on a Tiny Microbe Inside Fish,"A surprising new discovery suggests that tiny microbes living inside fish may be helping shape the chemistry of the world’s oceans. Scientists found evidence that bacteria in the guts of marine fish work alongside their hosts to produce calcium carbonate, a mineral that plays an important role in ocean health and carbon storage. For years, researchers believed fish handled this process on their own, but the new findings point to a hidden partnership between fish and microbes.",Environment,https://www.sciencedaily.com/releases/2026/05/260530053414.htm
Scientists Confirm a Deep Earthquake That Shouldn't Exist,"Scientists have confirmed that a mysterious Utah earthquake first detected in 1979 really did occur nearly 90 kilometers underground—far deeper than anyone thought earthquakes could happen beneath a continent. By reanalyzing decades of seismic data, researchers identified a rare class of &quot;continental mantle earthquakes&quot; occurring deep in Earth’s upper mantle, where rock is expected to slowly flow rather than suddenly break.",Environment,https://www.sciencedaily.com/releases/2026/06/260602021636.htm
Arctic Ocean Passed a Tipping Point and Scientists Say It May Never Recover,"The Arctic Ocean may have crossed a dangerous tipping point. Scientists say the rapid disappearance of sea ice is triggering a hidden chemical shift that is stripping the ocean of nitrate — a nutrient essential for the tiny plankton that support Arctic life. As nitrate levels plunge, the entire food web could feel the impact, from fish and seabirds to whales and polar ecosystems.",Environment,https://www.sciencedaily.com/releases/2026/05/260528082457.htm
Antarctica’s Ice Sheet Hit a Climate Tipping Point 1 Million Years Ago,"A new study suggests Antarctica’s ice sheet hit a climate tipping point about one million years ago, making it far more reactive to temperature and CO2 changes. Researchers warn this surprising sensitivity could offer clues about how the continent may respond to today’s warming world.",Environment,https://www.sciencedaily.com/releases/2026/05/260528082455.htm
